,mean_mean,mean_std,mean_skewness,mean_kurtosis,std_mean,std_std,std_skewness,std_kurtosis,Class
1_450_bk_pic.pckl,-1.184307433666747,5.3845868772842245,-0.12931286341386217,-0.8169418906639198,9.763590280812888,2.1927904548648383,0.5485220080378935,0.5518014780628163,0.0
1_454_bk_pic.pckl,0.30861478315957214,13.426020699607964,-0.0996985619052467,-1.1161006124501982,15.512893551695937,5.424136336192147,0.45000234079301565,0.524470133284235,0.0
1_465_bk_pic.pckl,-7.578868721075239,9.997364372484013,0.08454284873378368,-0.5248977761004475,10.849895670987841,2.54916153967232,0.7514738943210911,1.2840463646069922,0.0
1_467_bk_pic.pckl,-24.509233395685285,12.453180083030112,-0.19397568292500197,-0.8530000613152486,12.293551293322688,4.868961525933208,0.4204654219339504,0.40695176087444773,0.0
1_469_bk_pic.pckl,-50.18186284546377,7.216732428003469,0.9186075552410635,1.62591889353053,11.830240289468367,0.5802827160646622,0.14787444091195162,0.38803313110931725,0.0
1_473_bk_pic.pckl,1.9514047182871062,7.246525420444554,0.13449024022711917,-0.9832887598844658,11.962060915339375,1.8141958489052343,0.4468338551795186,0.6293653410046086,0.0
1_475_bk_pic.pckl,-2.4997792255104,8.180684511705856,0.08916462945906765,-0.3996766738646516,29.579450484597928,4.704161439276556,0.6247140967169921,0.6116017064480574,0.0
1_477_bk_pic.pckl,-1.3211594353001364,13.500770051204011,-0.6025491094788104,-0.944334068064636,4.2387894397974915,1.6485579025778065,0.21832829502797,0.313986020288222,0.0
1_497_bk_pic.pckl,-0.30298533970006936,7.271598616060402,0.15436879294821193,-1.0343728855233971,6.628741420495312,3.950764251220884,0.4848606057405278,0.4534719279726404,0.0
1_517_bk_pic.pckl,4.616502862735955,6.405820880957324,-0.3369379654673357,-0.9820302014817407,10.186033092444799,1.9058754354396463,0.3462760293641104,0.7116110904205146,0.0
1_519_bk_pic.pckl,29.71197472913804,6.111829424561112,0.5389188241051881,-0.47058532159290534,8.19134949718921,3.68434812142191,0.5498795643814721,0.6504142074283373,0.0
