,mean_mean,mean_std,mean_skewness,mean_kurtosis,std_mean,std_std,std_skewness,std_kurtosis,Class
1_926_bk_pic.pckl,23.194314157618116,13.903515994672151,0.616228691999438,-0.6296453632435215,20.81274955810656,6.967259509085468,0.11861115560172139,0.23323464251842196,1.0
1_899_bk_pic.pckl,-2.0325161489347043,3.837415705582561,0.07580221620913408,-0.8571076732042897,12.746832204298231,1.5366227506200858,0.5994885706764268,1.6126898054211072,1.0
1_1334_bk_pic.pckl,2.105621885615528,13.406776123219704,-0.3815092316204138,-1.2586761890112808,20.85712470842609,3.458650871746574,0.2530912814016316,0.26452788421563306,1.0
1_274_bk_pic.pckl,18.178190351891807,25.015555438305434,-0.6923262456984061,-0.6621460273969856,67.83712854995645,4.530573090746528,0.48445067593594515,0.7717069851120042,0.0
1_426_bk_pic.pckl,-4.9375409512300745,12.904793707641405,-0.04305399791343812,-0.8440461154410126,30.912689514606797,5.423317886325656,0.5360835797162525,0.9010745809709925,0.0
1_1328_bk_pic.pckl,4.374997829681086,7.578554465389415,-0.1639993432924853,-1.1065045627024086,14.87496923736801,2.529682231407624,0.4501754750060959,0.5117837940995621,1.0
1_1164_bk_pic.pckl,-24.58307225548403,9.55121803070119,-0.14453853774899017,0.1664890370888482,31.79791165201898,1.1045329671858537,0.9077168214948508,2.0218414493632473,1.0
1_1090_bk_pic.pckl,75.08567478971108,20.667566279107465,-0.21228384306773346,-1.307261850683315,1.7721238314106031,3.263144855485521,0.11463224117033755,0.26400032351529223,1.0
1_124_bk_pic.pckl,-43.15341290033174,17.120500817920846,0.4004378725438863,-0.6055422631517721,17.872283734810466,1.7151281047750784,0.6636109545428859,0.576347109657877,0.0
1_417_bk_pic.pckl,1.857253820448411,7.4549166543539735,-0.0888794910292228,-0.7821520560725043,21.632478625841372,3.4385429945413146,0.5545590859867362,1.0224198082887737,0.0
1_1156_bk_pic.pckl,-1.2447213602599732,23.84362937322619,-0.2731020467281925,-1.4803671258098166,48.32264901415804,1.7196682549491429,0.255315046929731,0.15726449090299743,1.0
1_428_bk_pic.pckl,5.865889257562082,17.464714906528055,-0.01927616960061573,-0.997597711871017,28.821910110073972,5.874571671619761,0.54635546301973,1.4562155347398602,0.0
1_122_bk_pic.pckl,66.61935571641284,14.2811370923508,-0.2362519671473404,0.004750352630020771,16.708458484763568,4.082776650784677,0.9691573922320901,3.0751014955635796,0.0
1_1167_bk_pic.pckl,-0.19956552124225588,4.4186030714483735,-0.03179736346527612,-0.7869452365208269,8.370147601338081,3.061991616598721,0.5067571738420373,0.9722356732556758,1.0
1_914_bk_pic.pckl,7.741481816774314,8.939956893584164,0.11608068202175713,-1.1649528992636062,18.602422338542155,4.915696204772876,0.3198115586939156,0.21684067396686962,1.0
1_234_bk_pic.pckl,-0.7718079309540649,18.398632995026976,-0.5905612242886138,0.8452444779979265,55.12650532150663,4.23420140503048,0.9525449196484445,2.412033451960185,0.0
1_1078_bk_pic.pckl,-9.106039037592252,15.236319147218698,-0.10181635517833268,-1.0907713581372533,46.17882124724566,3.1198620255499727,0.28778421078534394,0.46211125778706896,1.0
1_1342_bk_pic.pckl,5.767659457151672,18.165387629306878,-0.1935709538258967,-1.3042954151284198,22.024116057052975,4.513249030064911,0.2606927049622406,0.5428692171809423,1.0
1_974_bk_pic.pckl,-9.268444351130196,7.781222690042507,0.009592645154842963,-1.0330376413047668,12.10972108720578,4.341429490839155,0.43897261487708605,0.43182606248709243,1.0
