,mean_mean,mean_std,mean_skewness,mean_kurtosis,std_mean,std_std,std_skewness,std_kurtosis,Class
1_1030_bk_pic.pckl,-56.1062181639231,11.973007413522119,0.07176874110486539,-0.7900499782429429,19.498383637097177,5.113028210896391,0.4322558360811677,0.05480757799057212,1.0
1_1028_bk_pic.pckl,4.074184665893168,5.692479364699231,-0.7063583273407732,-0.05769095908483568,14.690109496316973,0.9039779175532777,0.5862954509460312,2.0880482640265496,1.0
1_1026_bk_pic.pckl,-5.876088424095844,8.059053785350407,-0.09878977264148726,-1.1775315474937251,29.608263380941917,3.2249555987832386,0.3560871323799531,0.3271516401894126,1.0
1_184_bk_pic.pckl,-105.08887452294333,16.44794235558581,0.9978409393441401,2.0334986048471304,14.85964590815901,1.5114520956887016,1.3686622487168403,2.895038708906494,0.0
1_84_bk_pic.pckl,7.103539612597264,6.996740102997717,0.050516035456999786,-0.5906553781328401,10.788597166749021,2.5424745760532987,0.4438089970914795,1.4057740403794576,0.0
1_182_bk_pic.pckl,-29.82465506171491,12.293714732279769,-0.2156072265206005,-1.153197654494717,4.660333327281441,3.1532161458066827,0.22214086074002115,0.3736808582478633,0.0
1_274_bk_pic.pckl,3.9761746405162395,16.015957836778995,-0.3072459733772371,-0.2193471183887893,43.03896080493662,5.874554300794713,0.8800722522806294,1.6579904522502813,0.0
1_1158_bk_pic.pckl,-14.065272855743041,15.414425101560376,-0.22102995866817415,-1.10977866721916,6.858613076077686,3.613848937662784,0.22711977116443238,0.2650317752322946,1.0
1_417_bk_pic.pckl,0.4134416474182382,5.837626361001674,-0.038969733776064844,-0.8251777356301715,15.982223447610139,2.727123777847473,0.5084705901966228,0.7250781300953113,0.0
1_174_bk_pic.pckl,-32.550330337290305,9.608184759348582,-0.17764350458197745,-0.9752278460039341,21.813511686343123,2.8162375705793656,0.26207004146934143,0.23802737281217012,0.0
1_956_bk_pic.pckl,-4.031201296545047,14.465779180993385,-0.29648591491872434,-1.334800077379719,16.538516081670917,1.707316839327369,0.17468045237431715,0.12917039477809888,1.0
1_72_bk_pic.pckl,25.927278481688134,8.749625855905826,-0.19356349345600452,-0.77556719098465,9.572127480076112,2.1394814476706006,0.24727510912056397,0.4714588076459876,0.0
1_1008_bk_pic.pckl,-0.6242192901762849,14.452329362792465,-0.013523587820633912,-1.2825741431795648,11.919846375301459,1.902434961680366,0.3143629199104978,0.2678629238722266,1.0
1_1342_bk_pic.pckl,4.307731955662266,16.980505758266737,-0.17965347620730004,-1.3389986432598389,17.055384454667532,5.102401130476358,0.24334925654920048,0.37300469479496284,1.0
1_926_bk_pic.pckl,28.02069396299555,9.895405250131601,-0.4643561233450302,2.9664712784541356,20.14708050384207,5.416089414602966,1.557452178103731,3.027731125272905,1.0
1_903_bk_pic.pckl,0.7512123029558546,11.225897600174214,-0.10239088973077064,-1.1066816862963966,14.02406928408588,3.5217892836824793,0.4464949852673823,0.9575298919639119,1.0
1_1334_bk_pic.pckl,2.2835586883544843,15.319370107645998,-0.3227419717824749,-1.3128529644286342,16.73252276456087,3.2759946046798376,0.2073686161185228,0.18707573069932482,1.0
1_1156_bk_pic.pckl,-4.217488561937312,23.05091047849799,-0.22663732766819633,-1.538795892805144,39.95046841347799,1.7026084146464056,0.18895596797216688,0.08059105467658803,1.0
1_248_bk_pic.pckl,4.507718762053949,8.15943150236855,-0.2133473023500746,-0.27568081002227274,22.449617739727575,4.161475887222123,0.8215657308001103,2.9452383349985745,0.0
